dimension,value,num_examples,before_pass_count,before_pass_rate,before_fail_count,before_fail_rate,before_ambiguous_count,before_ambiguous_rate,after_pass_count,after_pass_rate,after_fail_count,after_fail_rate,after_ambiguous_count,after_ambiguous_rate,pass_rate_delta,nonpass_to_pass_count,nonpass_to_pass_rate,pass_to_nonpass_count,pass_to_nonpass_rate,hard_regression_count,hard_regression_rate,soft_regression_count,soft_regression_rate
model_name,gemini-2.5-flash-image,101,10,0.0990,73,0.7228,18,0.1782,55,0.5446,41,0.4059,5,0.0495,0.4455,47,0.5165,2,0.2000,2,0.2000,0,0.0000
model_name,gpt-image-1,73,16,0.2192,38,0.5205,19,0.2603,39,0.5342,30,0.4110,4,0.0548,0.3151,27,0.4737,4,0.2500,3,0.1875,1,0.0625
